Tweet_ID,Date_Time,Username,Tweet_Text,Likes,Retweets,Replies,Quotes,Views,URL,Cleaned_Text,Word_Count
1881317999300448327,Mon Jan 20 12:28:58 +0000 2025,NyirimanaLeonce,Ariko Sha ubundi mwizehe ngo nde ? Uyu mwaka uzadusigamo imvune @sam_kabera @Rwamwonjo @BoscoManirabona @ChallUmurerwa @joselyinechap @TheoUw1 @umushii @warasazee @kemnique @byukavuba https://t.co/HzeBaoaeeZ,4,1,1,0,199,https://x.com/NyirimanaLeonce/status/1881317999300448327,ariko sha ubundi mwizehe ngo nde uyu mwaka uzadusigamo imvune,10
1881578385304109239,Tue Jan 21 05:43:39 +0000 2025,arnoldi254,Government using SHA/SHIF to help* Kenyans. https://t.co/1CzISjxNtl,8,5,0,0,1609,https://x.com/arnoldi254/status/1881578385304109239,government using shashif help kenyans,5
1882977394467995703,Sat Jan 25 02:22:49 +0000 2025,theHubTVke,Kenya Union of Clinical Officers condemns the unlawful arrest of Grace Njoki Mulei; SG Gibore says move merely a tactic meant to divert attention of the public from the real issues surrounding SHA https://t.co/36UuWZwaM1,1,0,0,0,49,https://x.com/theHubTVke/status/1882977394467995703,kenya union clinical officers condemns unlawful arrest grace njoki mulei sg gibore says move merely tactic meant divert attention public real issues surrounding sha,24
1883449911506862124,Sun Jan 26 09:40:26 +0000 2025,kipp_Prop,"Since SHA started, who has gone to her local health centre to deliver and was told to pay?",0,0,0,0,107,https://x.com/kipp_Prop/status/1883449911506862124,since sha started gone local health centre deliver told pay,10
1882660881357750612,Fri Jan 24 05:25:06 +0000 2025,JustinAuraa,"@JohnPeterNbja2 @InnocentNizeyi1 @GasoreTheoneste @IngabireIm @Muzeturwubake @vnsengi @minegap @2122fredric @a_akariza @A_Mudenge @AfricanHub_ @AgainstGdeniers @Agapipigato @Aima_Bayingana @aimarulinda @__narada Sha wowe watangiye Wiyorobeka wiyita amazina ajijisha ariko nawe amaherezo uzaba nka ba @GitifuW  buretse umunsi ibyawe twabimenye amaherezo tuzasanga uri Igisambo kabombo.
Ntawakurenganya ikotanyi uvuga nawe uzi icyo zakumariye usibye kwijijisha",1,1,1,0,37,https://x.com/JustinAuraa/status/1882660881357750612,sha wowe watangiye wiyorobeka wiyita amazina ajijisha ariko nawe amaherezo uzaba nka ba buretse umunsi ibyawe twabimenye amaherezo tuzasanga uri igisambo kabombo ntawakurenganya ikotanyi uvuga nawe uzi icyo zakumariye usibye kwijijisha,31
1883417313120309464,Sun Jan 26 07:30:54 +0000 2025,_ReneOG,@RAMBOCITY_fc Abasirikare bajemo gute sha😂😂,0,0,1,0,31,https://x.com/_ReneOG/status/1883417313120309464,abasirikare bajemo gute sha,4
1883009652633592302,Sat Jan 25 04:31:00 +0000 2025,EngJohnMachari1,SHA is Working. Here is the Testimony. https://t.co/0JYjVok6M0,178,39,261,78,171640,https://x.com/EngJohnMachari1/status/1883009652633592302,sha working testimony,3
1883253972355657808,Sat Jan 25 20:41:50 +0000 2025,EngJohnMachari1,"'SHA is Working, Register' - Ravine MCA Hon Ngotie Julius. https://t.co/1gV6MkK43E",10,2,0,0,300,https://x.com/EngJohnMachari1/status/1883253972355657808,sha working register ravine mca hon ngotie julius,8
1881651184966217878,Tue Jan 21 10:32:56 +0000 2025,_fels1,"We should be reading more of these. Like every other system, SHA is experiencing challenges during it's initial stages. The truth, however, is that is is getting better by the day. More Kenyans are registering and the services improving. Progress in DeliveringThePlan!",109,20,11,1,9106,https://x.com/_fels1/status/1881651184966217878,reading like every system sha experiencing challenges initial stages truth however getting better kenyans registering services improving progress deliveringtheplan,19
1883842559757480313,Mon Jan 27 11:40:41 +0000 2025,_fels1,@edgarwabwire_ Who is paying? I thought we are supporting SHA out of patriotism and support for BETA plan.,7,1,1,0,1245,https://x.com/_fels1/status/1883842559757480313,paying thought supporting sha patriotism support beta plan,8
