Tweet_ID,Date_Time,Username,Tweet_Text,Likes,Retweets,Replies,Quotes,Views,URL
1881766599515889702,Tue Jan 21 18:11:33 +0000 2025,africanink,"Kazi Zetu ni kitabu faafu kwa wanafunzi wa gredi za chini, kwa kuzingatia mfumo wa umilisi yaani CBC. Kitabu hiki kinawafundisha watoto kuhusu kazi mbalimbali, za mikono na za ofisini, huku kikisisitiza umuhimu wa kila kazi katika jamii. Pia, kinawapa wanafunzi fursa ya kujifunza msamiati wa kazi hizo kwa njia rahisi na ya kufurahisha. 

Picha za kuvutia na maelezo mafupi hufanya masomo kuwa ya kuvutia, huku wahusika wakifurahia kazi zao. Hali hii huwapa watoto motisha ya kuthamini na kujivunia kazi zao za baadaye, bila kujali aina yazo.

Soma zaidi: https://t.co/smz0qA4KNJ",3,1,1,1,147,https://x.com/africanink/status/1881766599515889702
1875857885433082234,Sun Jan 05 10:52:26 +0000 2025,SautiYaKizazi,"@AtwoliDza Izi takataka zote ni za nini‽
na kindiki ni professor na sijaona izo madoido kwa profile yake!🤔
DZA, NOM, CBS, MBS, EBS ... mara CBC https://t.co/GraBf7Qn1Y",1,0,0,0,8,https://x.com/SautiYaKizazi/status/1875857885433082234
1881710986413101468,Tue Jan 21 14:30:34 +0000 2025,The_Kanyi,How many parents can afford these things? The destruction that cbc will cause this country will be of epic proportions.,0,1,0,0,100,https://x.com/The_Kanyi/status/1881710986413101468
1903478051704295832,Sat Mar 22 16:05:07 +0000 2025,simonkigondu,"CBC

Tragedy

Even in form 4, I did not know what aIwanted to do. 

Career paths nonsense. 

Kenya needs a discussion on education….. before it is too late!",12,5,2,1,2508,https://x.com/simonkigondu/status/1903478051704295832
1904622075106726274,Tue Mar 25 19:51:03 +0000 2025,simonkigondu,"#CBC

My son, a 3rd year University Student, did his community rotation at a public school. 

His conclusion on #CBC is damning,

 & I quote 

‘There is a big problem. It is not the fault of the teachers. Those who changed this curriculum were totally confused’ 

Wueh! 
GenZ say it as it is! 

Let us discuss education before it is too late!",4,0,1,0,365,https://x.com/simonkigondu/status/1904622075106726274
1906208201302761599,Sun Mar 30 04:53:45 +0000 2025,Ledisque_,"@C_NyaKundiH @KICDKenya I realized CBC missed the mark on financial literacy. While it introduces budgeting and entrepreneurship at junior secondary (Grade 7-9), we need a dedicated learning area called 'Money' — budgeting, saving, investing, credit, &amp; taxes. It's non-negotiable.",0,0,0,0,25,https://x.com/Ledisque_/status/1906208201302761599
1902365668764242074,Wed Mar 19 14:24:54 +0000 2025,nyakundan,"Elevate Your Business with Nyakundan Technologies! 
Affordable Tech Solutions
🌐 Websites  Under Ksh.15K | SEO | Digital Marketing  
📊 School CBC Tools | Business Management Software  
🛠️ 24/7 Support | Free IT Consultancy &amp; Training
#TechForGrowth #DigitalTransformation #skill https://t.co/tIZcAdZgOc",8,4,2,0,649,https://x.com/nyakundan/status/1902365668764242074
1904415433752461652,Tue Mar 25 06:09:56 +0000 2025,leadersworlds,"The assertion that President Uhuru Kenyatta ""messed up everything the grand coalition government made"" by introducing the Competency-Based Curriculum (CBC) as a ""foreign decoy"" disregards the global trends in education. While the transition to CBC in Kenya has faced challenges, dismissing it as weak or destabilizing overlooks its alignment with international education standards.

Globally, many countries are shifting towards CBC to equip learners with the practical skills, critical thinking, and creativity needed to thrive in the 21st century. Nations like Finland, Canada, New Zealand, and cĺoser home we have Uganda and Rwanda who have embraced CBC principles, focusing on learner-centered approaches and real-world application of knowledge. By adopting CBC, Kenya is not isolating itself but rather positioning its education system to meet international benchmarks.

This shift from the 8-4-4 system that was heavily exam-oriented and failed to cater to the diverse abilities and interests of learners, particularly enhances their competitiveness in the global job market. With CBC's emphasis on competencies such as collaboration, innovation, and adaptability, Kenyan learners are better prepared to seize opportunities abroad. Employers worldwide increasingly value graduates who can demonstrate these skills, making it easier for Kenyan students to be absorbed into international academic institutions and workplaces.

The challenges President Ruto is addressing in education today are not unique to CBC but rather systemic issues that require collaborative solutions. Blaming past leadership distracts from the need to refine and support this reform. Investing in teacher training, resources, and public engagement will ensure that CBC achieves its transformative potential, benefiting both the nation and its graduates on a global scale.",0,0,0,0,36,https://x.com/leadersworlds/status/1904415433752461652
1916071576291659894,Sat Apr 26 10:07:17 +0000 2025,TSneakerzzz,@jamesabonyo33 @alexmwanzo Tulikula nyama ya kondoo na hakuwa amezoea 😄..nilihave ku apologise kwa mwalimu.. ii mambo ya cbc ni noma,0,0,0,0,53,https://x.com/TSneakerzzz/status/1916071576291659894
1916438201205502345,Sun Apr 27 10:24:07 +0000 2025,SethSciocha,"Isn't it astonishing that a Kenyan political entrepreneur is using our hard-earned tax money to purchase luxury apartments in Dubai, while essential projects like SHA and CBC are struggling to deliver? What’s really going on here? 
#RutoMustGo",0,0,0,0,39,https://x.com/SethSciocha/status/1916438201205502345
